index,0,1,2,3,4,5
34,"166 - JAY Luke
HOKA & TAP",V1H,6,25:54:40,05:08:40,Estados Unidos
35,"198 - ROUX Stephen
SAINT GERVAIS - GUIDETTI",SEH,24,25:59:45,05:13:45,Francia
36,"74 - BUEHLER Luzia
TEAM BIBERLI / CAPRICORN ENDURANCE TEAM",SEF,4,26:06:17,05:20:17,Suiza
37,"203 - OLLÉ BERNADES Marc
GGM TEAM",SEH,25,26:08:56,05:22:56,España
38,277 - LECURU Thibaut,SEH,26,26:19:10,05:33:10,Francia
39,"371 - RODRIGUEZ FERNANDEZ Jose Antonio
OPR",SEH,27,26:21:24,05:35:24,España
40,"185 - PERRIER Martin
KAILAS INTERNATIONAL TEAM",SEH,28,26:37:47,05:51:47,Francia
41,"106 - PURSCHKE André
DYNAFIT",SEH,29,26:40:27,05:54:27,Alemania
42,"50 - NAKACHE Maryline
WAA ULTRA",SEF,5,26:40:49,05:54:49,Francia
43,"114 - BOUCHEIX Alexandre
CASQUETTE VERTE",SEH,30,26:42:05,05:56:05,Francia
44,"92 - JAMSIN Lucie
MAC SPORT",SEF,6,26:44:42,05:58:42,Francia
45,"78 - GRENOT Maxime
TEAM TSL",SEH,31,26:45:08,05:59:08,Francia
46,"45 - HAJNAL Robert
ALTRA - UGLOW",SEH,32,26:51:21,06:05:21,Rumania
47,"314 - POLIGNÉ Maxime
RUN IN RANCE",SEH,33,27:05:31,06:19:31,Francia
48,103 - MIRASSOU Jérôme,SEH,34,27:21:50,06:35:50,Francia
49,"208 - ARROYO MORENO Ginés
ESPUNA TRAIL ALHAMA",V1H,7,27:25:42,06:39:42,España
50,303 - FRACK Louis,SEH,35,27:29:56,06:43:56,Francia
51,"224 - SONDAZ Nicolas
In tartiflette we trust",V1H,8,27:38:34,06:52:34,Francia
52,"10 - SCHIDE Katie
ON",SEF,7,27:39:45,06:53:45,Estados Unidos
53,2835 - SHEPHERD Samuel,SEH,36,27:41:20,06:55:20,Reino Unido
54,"332 - DE COUESNONGLE Hugues-Marie
TOURS 'N AVENTURE",SEH,37,27:42:09,06:56:09,Francia
55,"227 - BOURGEOIS Ludovic
KINETIK ADRENALINK",SEH,38,27:43:39,06:57:39,Francia
56,179 - HALL Benjamin,V1H,9,27:46:37,07:00:37,Australia
57,"381 - LANGEL Kai
C.E. TRAIL TARRACO",V1H,10,27:49:25,07:03:25,Finlandia
58,"202 - HRUŠKA Zdeněk
RUNSPORT.CZ/SALOMON",SEH,39,27:53:27,07:07:27,República Checa
59,"82 - TREMPS Claudia
ASICS",SEF,8,27:55:37,07:09:37,España
60,"253 - KEITH Eoin
COLUMBIA",V2H,2,28:04:12,07:18:12,Irlanda
61,"157 - GUBERT Marco
MUD & SNOW TRAILTEAM",SEH,40,28:07:43,07:21:43,Italia
62,"242 - MCCONNACHIE Stuart
TUESDAY TRAILS",V1H,11,28:09:21,07:23:21,Sudáfrica
63,225 - OLIVAR CALVO Julien,SEH,41,28:09:39,07:23:39,Francia
64,"281 - VAN GULCK Olivier
FARTLECK",SEH,42,28:11:13,07:25:13,Bélgica
65,282 - DELILLE Remi,SEH,43,28:13:06,07:27:06,Estados Unidos
66,333 - DOLGOV Anton,V1H,12,28:13:20,07:27:20,Rusia
67,2639 - FRIES Stellan,V2H,3,28:16:16,07:30:16,Suecia
68,"2778 - PEREZ VELARDE Juan Francisco
ATLETISMO TORRELAVEGA",V1H,13,28:18:54,07:32:54,España
69,"375 - BUCKLEY Brian
COLUMBIA",V1H,14,28:19:21,07:33:21,Irlanda
70,"251 - PELISSON Vincent
MAC SPORT TEAM RUNNING",SEH,44,28:22:20,07:36:20,Francia
71,"192 - PAVLU Ondrej
COLUMBIA MONTRAIL",SEH,45,28:23:46,07:37:46,República Checa
72,"199 - SEPP Leivo
Team Hoka & Garmin",V1H,15,28:29:35,07:43:35,Estonia
73,"36 - HAWGOOD Emily
ADIDASTERREX",SEF,9,28:36:49,07:50:49,Zimbabwe
74,"291 - SHELKOVOY Sergey
SALOMON RUSSIA RT CLUB",SEH,46,28:40:05,07:54:05,Países Bajos
75,"270 - CABALLÉ Francesc
BORGES TRAIL",SEH,47,28:44:04,07:58:04,España
76,"2869 - WEIDMAN William
USWE / VHTRC",SEH,48,28:48:18,08:02:18,Estados Unidos
77,272 - FERNANDEZ Johan,V1H,16,28:51:36,08:05:36,Francia
78,"211 - DĄBROWSKI Kamil
MARCIN ŚWIERC TEAM",SEH,49,28:53:17,08:07:17,Polonia
79,"551 - PARDELA Bartosz
FZJ TEAM",SEH,50,28:53:20,08:07:20,Polonia
80,"310 - RIGOULET Stephane
SNC 86 ULTRAMICAL",V1H,17,28:54:59,08:08:59,Francia
81,412 - JACQUEMIN Sébastien,SEH,51,28:59:00,08:13:00,Francia
82,"195 - IGLESIAS MARTIN Jose Francisco
AGO TEAM",V1H,18,29:00:17,08:14:17,España
83,"200 - ARCÉ Patrick
COURIR A BEAUCAIRE",SEH,52,29:10:13,08:24:13,Francia
84,"169 - BOLDANE Linda
INOV-8",SEF,10,29:12:00,08:26:00,Letonia
85,"2732 - MASSANET Sebastian
XENDENGUETS",SEH,53,29:12:49,08:26:49,España
86,301 - MORENO VIÑAS Esteve,V2H,4,29:14:00,08:28:00,Andorra
87,"105 - FRAILE AZPEITIA Uxue
TEAM VIBRAM",V1F,2,29:14:02,08:28:02,España
88,"102 - GRANET Matthis
DYNAFIT",SEH,54,29:23:39,08:37:39,Francia
89,"2548 - BERGER Vincent-Michel
Montagne & Ascensions",V1H,19,29:29:20,08:43:20,Francia
90,2724 - LØVDOKKEN Jan Olav,SEH,55,29:30:11,08:44:11,Noruega
91,425 - KÜHBERGER Anton,V1H,20,29:34:27,08:48:27,Austria
92,"338 - ETXARRI Alfontso
SARBIL M.L.T",V2H,5,29:39:26,08:53:26,España
93,"177 - NIWA Kaori
SALOMON",V1F,3,29:47:25,09:01:25,Japón
94,"478 - BOURGEOIS Julien
TEAM FROMAGERIE MARCEL PETITE",SEH,56,29:49:42,09:03:42,Francia
95,"235 - GUIBERT ALGLAVE Daphné
TETE D'OR RUNNERS",SEF,11,29:54:38,09:08:38,Francia
96,"248 - CLARK Andrew
Ridge Merino",SEH,57,30:00:20,09:14:20,Nueva Zelandia
97,"261 - FLENNER Elijah
GNAR RUNNERS",V1H,21,30:02:54,09:16:54,Estados Unidos
98,"370 - ABLORH Titus
COLUMBIA MONTRAIL",SEH,58,30:09:52,09:23:52,República Checa
99,"365 - GEZELA Mariusz
EUFORIA BIEGACZA TEAM",V1H,22,30:12:55,09:26:55,Polonia
100,267 - SINQSOUS Clément,SEH,59,30:14:05,09:28:05,Francia
101,"819 - SODERLUND Emil
CURSORES ALAND",V1H,23,30:15:50,09:29:50,Finlandia
102,"204 - FIORETTI Mirko
SPACE RUNNING TEAM",SEH,60,30:23:21,09:37:21,Italia
103,630 - LAUGEROTTE Guillaume,SEH,61,30:23:36,09:37:36,Francia
104,"409 - BARRIOCANAL MANCERA Raul
CEM / Eterkkom",V1H,24,30:24:30,09:38:30,España
105,2750 - MYOTTE-DUQUET Manuel,SEH,62,30:28:56,09:42:56,Francia
106,"176 - BASSAC Audrey
TEAM VIBRAM",SEF,12,30:33:49,09:47:49,Francia
107,"376 - MÜLLER Flo
WITIKER LAUFTREFF",V1H,25,30:34:39,09:48:39,Alemania
108,96 - BAZILCHUK Molly,SEF,13,30:35:45,09:49:45,Estados Unidos
109,258 - JOVANOVIĆ Velibor,V1H,26,30:36:30,09:50:30,Eslovenia
110,650 - BRENEOL Anthony,SEH,63,30:36:56,09:50:56,Francia
111,"249 - MESLET Pierre
COMPEX PROFEET PERKIER",SEH,64,30:38:39,09:52:39,Francia
112,"511 - LAMOOT Sébastien
TERRE DE RUNNING",V1H,27,30:39:04,09:53:04,Francia
113,"206 - MOODY Nathan
HAMMER NUTRITION",V1H,28,30:42:38,09:56:38,Estados Unidos
114,"460 - MAZZUCCHELLI Bruno
TEAM SHIMIZU",V1H,29,30:43:56,09:57:56,Francia
115,"311 - THEODIN Yann
TEAM TRAIL DU TERTRE GRIS",V1H,30,30:46:17,10:00:17,Francia
116,"2645 - GARCIA DE PAREDES PEREZ Segismundo
GDM CABRALES",V1H,31,30:48:12,10:02:12,España
117,"442 - LEGUY Boris
X-TRAIL TEAM",SEH,65,30:48:55,10:02:55,Francia
118,"221 - GUILLERM Yann
SAINT-MALO TRI",V1H,32,30:57:41,10:11:41,Francia
119,"322 - TOFFOLI Piero
//",V2H,6,31:02:08,10:16:08,Italia
120,"356 - O'LEARY Joe
MUNSTER MOUNTAIN RUNNERS",V1H,33,31:02:11,10:16:11,Irlanda
121,"394 - SCHRAM Laurent
OUEST TRAIL REUNION",V1H,34,31:04:16,10:18:16,Francia
122,178 - DEPAOLI Mattia,SEH,66,31:11:18,10:25:18,Italia
123,605 - BUCHOWICZ Krzysztof,V1H,35,31:12:25,10:26:25,Polonia
124,510 - CSAKI Karoly,V1H,36,31:16:53,10:30:53,Rumania
125,"470 - SCHULTHESS Dany
OLC KAPREOLO",V1H,37,31:18:07,10:32:07,Suiza
126,"2626 - ERNE dominik erne
TIBETCAFE.CH / 100 MARATHON CLUB",V1H,38,31:18:08,10:32:08,Suiza
127,"271 - CARPENTIER Fabien
CA CHAMPIGNEULLES",V1H,39,31:24:18,10:38:18,Francia
128,254 - STEWART Shaun,SEH,67,31:24:39,10:38:39,Irlanda
129,"264 - BYRNE Gavin
COLUMBIA SPORTSWEAR",SEH,68,31:24:40,10:38:40,Irlanda
130,545 - GONZALEZ Alberto,V1H,40,31:25:07,10:39:07,España
131,"320 - SOURDIN Florian
PACE EN COURANT",SEH,69,31:25:23,10:39:23,Francia
132,"600 - ERIKSEN Mads
TRAIL & PANDELYGTESJOV",SEH,70,31:26:07,10:40:07,Dinamarca
133,217 - PEREZ María Silvina,V1F,4,31:27:19,10:41:19,Argentina
134,"229 - SÉNÉCHAL Julien
TRAILEURS FORET D'EU",SEH,71,31:27:36,10:41:36,Francia
135,"406 - BOUFFAUD Jean Baptiste
AMBERIEU MARATHON",V1H,41,31:28:01,10:42:01,Francia
136,"544 - BORGES Joao
BEAPT",V1H,42,31:28:10,10:42:10,Portugal
137,"222 - SAVOY Olivier
TEAM 42KM195ANNECY INSTINCT",V1H,43,31:30:07,10:44:07,Francia
138,"397 - SANTANA GABAS Alvaro
CARPHIAL TEROR TRAIL",SEH,72,31:40:07,10:54:07,España
139,452 - FESSLER Alexander,V1H,44,31:42:01,10:56:01,Alemania
140,223 - DEFAWES Cédric,V1H,45,31:48:52,11:02:52,Bélgica
141,"355 - ISSING Daniel
TEAM TRAIL PARIS",SEH,73,31:49:44,11:03:44,Alemania
142,592 - VIGIER Clement,SEH,74,31:49:48,11:03:48,Francia
143,512 - MICHELLIER Simon,SEH,75,31:50:50,11:04:50,Francia
144,"384 - SCIARRETTA Christian
MAJELLAWAY'S",V1H,46,31:53:57,11:07:57,Italia
145,"1020 - CAON Filippo
Trento Running Club",SEH,76,31:54:12,11:08:12,Italia
146,"566 - LESTAK Peter
JAMES SLOVAK MOUNTAINEERING UNION",V2H,7,31:54:52,11:08:52,Eslovaquia
147,"2540 - BEJAOUI Syriac
TEAM TRAIL 83",V1H,47,31:56:12,11:10:12,Francia
148,411 - GORCE Josselin,SEH,77,31:59:01,11:13:01,Francia
149,"352 - BERNARDI Matteo
ATLETICA VERBANO",V1H,48,32:01:06,11:15:06,Italia
150,"519 - FOURTANIER Ludovic
TEAM INTERSPORT TOURLAVILLE",V1H,49,32:01:06,11:15:06,Francia
151,"509 - SALVADOR Damián
C. D. DE MUNTANYA I ESCALADA SUTRAIL",V2H,8,32:01:59,11:15:59,España
152,1162 - LAUGEROTTE Alexandre,SEH,78,32:02:17,11:16:17,Francia
153,"205 - HOLZERNY Benoit
FREERUN A3TOURS",V1H,50,32:04:40,11:18:40,Francia
154,"299 - GALLAY Arnaud
LES VIEUX GARCONS",SEH,79,32:06:10,11:20:10,Francia
155,280 - MOLDOVEANU Daniel,SEH,80,32:11:15,11:25:15,Suiza
156,2460 - HESLOP Claire,V1F,5,32:12:48,11:26:48,Canadá
157,"232 - BOUCHET Nicolas
CLERMONT RUNNING COMPANYY",V1H,51,32:14:26,11:28:26,Francia
158,"153 - ORAVAMÄKI Maija
SALOMON FINLAND",V1F,6,32:15:22,11:29:22,Finlandia
159,"687 - DIMITROV Ivan
THE BREAKFAST CLUB",V1H,52,32:16:00,11:30:00,Bulgaria
160,367 - CARRERAS Enric,V1H,53,32:17:00,11:31:00,España
161,550 - LE CLAINCHE Pierre,SEH,81,32:18:29,11:32:29,Francia
162,276 - WIEDEKIND Robert,SEH,82,32:21:33,11:35:33,Alemania
163,743 - JOUGLAR Sébastien,V1H,54,32:24:23,11:38:23,Francia
164,1228 - NIHOUL Simon,SEH,83,32:24:52,11:38:52,Francia
165,"477 - BARBER DOMENECH Enrique
TRAIL SERRA VERNISSA",V2H,9,32:25:11,11:39:11,España
166,2479 - VAN DEN BOOGAART Monique,SEF,14,32:28:35,11:42:35,Estados Unidos
167,"728 - NIEUWENHUYS Greg
NKBV",V1H,55,32:29:06,11:43:06,Países Bajos
168,"2669 - HAIN Gregor
TRAIL FUX´N RUNNING TEAM",SEH,84,32:34:14,11:48:14,Austria
169,2660 - GREZES Mikael,SEH,85,32:37:38,11:51:38,Francia
170,"504 - GRILLOT Anthony
TEAM TRAIL JURA",SEH,86,32:38:29,11:52:29,Francia
171,"219 - PIZZORNI Nicola
ATLETICA CRAL BARILLA",SEH,87,32:41:27,11:55:27,Italia
172,"1074 - LEFEUVRE Jimmy
ASICS FRONTRUNNER FRANCE",SEH,88,32:42:33,11:56:33,Francia
173,"1014 - SZOTOWICZ Sebastian
SZWLA STARGARD",V1H,56,32:44:07,11:58:07,Polonia
174,613 - TENRET Vincent,SEH,89,32:45:02,11:59:02,Francia
175,445 - BERTHAUT Florent,SEH,90,32:45:57,11:59:57,Francia
176,"555 - GRILL Martin
FC TIEFENBACH",SEH,91,32:49:49,12:03:49,Alemania
177,"1217 - HALECKA Milos
startovaciaciara.sk / ProH8 Running",V1H,57,32:50:06,12:04:06,Eslovaquia
178,"387 - SIMON GRACIA Daniel
ALALPARDO RUNNING TEAM",V1H,58,32:52:22,12:06:22,España
179,"2650 - GIGOT Sébastien
ASVA",V1H,59,32:56:00,12:10:00,Francia
180,842 - BOURGOIN Pierre,SEH,92,33:01:07,12:15:07,Francia
181,"128 - MEEK Jo
SCOTT RUNNING",V1F,7,33:03:01,12:17:01,Reino Unido
182,"506 - DOMINGO LUIS Toni
HOTEL BAHIA ALCUDIA/ENJOY BIKE GARAGE",SEH,93,33:05:07,12:19:07,España
183,"521 - JUMISKO Juha
JULBO",V1H,60,33:06:36,12:20:36,Finlandia
184,"430 - DE SCHOUWER Senne
RUNNERS'LAB",SEH,94,33:08:14,12:22:14,Bélgica
185,"309 - KEUPPENS Benny
FUN ADVENTURE TRAILRUNNING TEAM",V1H,61,33:08:14,12:22:14,Bélgica
186,655 - MCPEAK Nicki,V1H,62,33:09:27,12:23:27,Irlanda
187,334 - VACHELARD Yohann,V1H,63,33:09:43,12:23:43,Francia
188,453 - GROGNUX Jean-Michel,V1H,64,33:10:32,12:24:32,Francia
189,658 - SAWYER Tom,V1H,65,33:11:50,12:25:50,Reino Unido
190,"331 - NIBLACK David
GENEVA RUNNERS",V1H,66,33:17:30,12:31:30,Estados Unidos
191,"1166 - MIGUEL José
TEAM TRAIL CHOLET",V2H,10,33:19:39,12:33:39,Francia
192,"1073 - KARLI Benjamin
TEAM 25",SEH,95,33:22:41,12:36:41,Suiza
193,"237 - URETA Pablo
URETA TEAM",V1H,67,33:23:41,12:37:41,Argentina
194,"330 - PELLAN Francois
TEAM BERCI",V1H,68,33:25:51,12:39:51,Francia
195,"614 - VAN BINSBERGEN Arjan
HOMMERSOM INSURANCES",V1H,69,33:27:28,12:41:28,Países Bajos
196,"172 - BANNWARTH Claire
LAPIN DUDURACELL/TEAM PROVENCE ENDURANCE",SEF,15,33:31:56,12:45:56,Francia
197,"1667 - VIGNES Sebastien
APTAVITA",SEH,96,33:32:38,12:46:38,Francia
198,"300 - MANSIAT Teddy
LONS ATHLE 39/ 2EP",V1H,70,33:32:56,12:46:56,Francia
199,"422 - MATELLANES Oscar
RUTAS NAVARRA",V1H,71,33:35:54,12:49:54,España
200,2608 - DELEU Kurt,V2H,11,33:35:55,12:49:55,Bélgica
201,"626 - BIGNOT Rodolphe
DAWA RACE TEAM",SEH,97,33:39:49,12:53:49,Francia
202,1004 - LELEU David,V2H,12,33:40:05,12:54:05,Francia
203,"398 - ZURFLUH Etienne
CAF REIGNIER / KIKOUROU",V1H,72,33:40:28,12:54:28,Francia
204,799 - BAGULEY Jon,SEH,98,33:41:43,12:55:43,Reino Unido
205,"184 - DELGADO SANGLAS Jordi
ELS CAGA GRIMPACIMS",SEH,99,33:42:33,12:56:33,España
206,"321 - MORELLO Yann
TEAM PROVENCE ENDURANCE",SEH,100,33:47:31,13:01:31,Francia
207,677 - POSTY Thomas,V1H,73,33:47:45,13:01:45,Francia
208,"706 - MALLOFRÉ ABANTE Aleix
NENS DEL VENDRELL",SEH,101,33:48:33,13:02:33,España
209,2856 - TRAMIER Pierre,SEH,102,33:48:59,13:02:59,Francia
210,502 - LEFFONDRE Pascal,V1H,74,33:49:13,13:03:13,Francia
211,610 - HUBER Florian,SEH,103,33:50:28,13:04:28,Austria
212,327 - FREUND Jules,SEH,104,33:50:36,13:04:36,Francia
213,809 - BOURIEL Yoann,SEH,105,33:52:15,13:06:15,Francia
214,587 - SAVIOZZI Francesco,V1H,75,33:52:32,13:06:32,Italia
215,"1086 - VEDMID Iaroslav
ENDURANCE SCHOOL",V1H,76,33:54:31,13:08:31,Ucrania
216,"870 - MÓJTA Grzegorz
KOłO BIEGA",V1H,77,33:55:15,13:09:15,Polonia
217,"324 - BOUVIER Vincent
TEAM COMPEX-REGILAIT",SEH,106,33:57:25,13:11:25,Francia
218,"682 - MARCHAND Régis
ISSY TRIATHLON",V2H,13,33:57:54,13:11:54,Francia
219,602 - GERMAIN Jérôme,V1H,78,34:00:34,13:14:34,Francia
220,"631 - PINEAU Sebastien
JCPLP",V1H,79,34:02:13,13:16:13,Francia
221,357 - WINTERS Cameron,V1H,80,34:02:19,13:16:19,Estados Unidos
222,616 - FELLI Fabien,V1H,81,34:04:09,13:18:09,Francia
223,"496 - COSTE Gerald
US PALAISEAU TRIATHLON",V1H,82,34:08:35,13:22:35,Francia
224,"342 - SCHNEIDER Wilfried
TEAM ESTU-R",V1H,83,34:08:41,13:22:41,Francia
225,"494 - BONNE Samuel
CMA",V1H,84,34:08:44,13:22:44,Francia
226,"807 - DAUCH Frederic
TEAM TRAIL LA BURTHE",V1H,85,34:08:46,13:22:46,Francia
227,"278 - NALET Patrice
TEAM ESTU-R",V1H,86,34:08:50,13:22:50,Francia
228,"647 - NIKOLOUZOS Spyridon
SOCHUMI ABKHAZIA CAUCASUS",SEH,107,34:11:48,13:25:48,Grecia
229,"508 - BRUYLANDT Roel
KINETIK TEAM",V1H,87,34:12:00,13:26:00,Bélgica
230,437 - RUTHERFORD Simon,V1H,88,34:12:08,13:26:08,Reino Unido
231,"635 - SAUVAGE Romain
TEAM WILD",SEH,108,34:15:18,13:29:18,Francia
232,457 - MICHAUDET Martin,SEH,109,34:15:19,13:29:19,Francia
233,563 - CLEMENT Paul,SEH,110,34:15:19,13:29:19,Francia
234,2524 - ARRIAT Guillaume,V1H,89,34:16:24,13:30:24,Francia
235,714 - LE TRANCHANT Emmanuel,V2H,14,34:16:26,13:30:26,Francia
236,"571 - GROS Sylvain
TEAM DES MONTS",V1H,90,34:16:43,13:30:43,Francia
237,"372 - GNUFFI Fabrizio
SSD TREMALZO",V1H,91,34:21:03,13:35:03,Italia
238,2532 - BALLET-BAZ Jeremie,SEH,111,34:22:10,13:36:10,Francia
239,"669 - BARBIERO Gianluca
ATL. AUDACE NOALE",SEH,112,34:22:28,13:36:28,Italia
240,483 - NINOT Gaël,V1H,92,34:22:40,13:36:40,Francia
241,"2509 - GERMAIN Arnaud
UA SOCIETE GENERALE",V1H,93,34:22:47,13:36:47,Francia
242,255 - TUCCI Simone,V1H,94,34:23:07,13:37:07,Italia
243,"283 - ABBAL Nicolas
PYRENEES PERSONAL TRAINING",SEH,113,34:23:57,13:37:57,Francia
244,"308 - VEZENTAN Laurentiu
RUPICAPRA TEAM / CAR UNIV CLUJ",V2H,15,34:25:22,13:39:22,Rumania
245,"201 - GUÉDON Florence
BESACON TRIATHLON",V2F,1,34:25:45,13:39:45,Francia
246,"695 - MOLINA HURTADO Luis
GRUP DE CORRER EMPERADOR",V1H,95,34:26:17,13:40:17,España
247,"645 - LODS Pierre-Adrien
COTENTRAIL",SEH,114,34:26:42,13:40:42,Francia
248,302 - TRENTANI Laura,V1F,8,34:27:21,13:41:21,Italia
249,2719 - LONDICHE Brice,V1H,96,34:30:42,13:44:42,Francia
250,392 - MOSKALIK Tomasz,V1H,97,34:30:46,13:44:46,Polonia
251,493 - ALONSO FERNANDEZ Roberto,SEH,115,34:33:59,13:47:59,España
252,1313 - TURULL SERRATOSA Sergio,SEH,116,34:34:49,13:48:49,España
253,2642 - GAILLARD Thomas,SEH,117,34:35:09,13:49:09,Francia
254,"536 - NIEZGÓDKA Tomasz
ZAłOGA GORSKA",V2H,16,34:35:24,13:49:24,Polonia
255,573 - PETROV Eduard,V1H,98,34:35:51,13:49:51,Rumania
256,"569 - DURAND Yannick
STAUBLI SPORTS",V1H,99,34:37:43,13:51:43,Francia
257,"745 - MICHEL Alain
TRAILEURS VALLEE DU CIRON",V1H,100,34:39:44,13:53:44,Francia
258,590 - GUERRET Hugo,SEH,118,34:41:40,13:55:40,Francia
259,"241 - FUENTES RIVERA Hector
Cayaguanca Outdoor El Salvador",V1H,101,34:43:39,13:57:39,El Salvador
260,"712 - BRELUZEAU Jean François
JOGGING CLUB SABLAIS",V2H,17,34:45:27,13:59:27,Francia
261,604 - OSZACZKI Geza,V1H,102,34:45:52,13:59:52,Hungría
262,"1185 - VILLANUEVA Enrique
CEM/ETTERKOM",V1H,103,34:47:03,14:01:03,España
263,"816 - SIKORSKI Marcin
TT SZCZECIN",V1H,104,34:51:31,14:05:31,Polonia
264,"337 - OGER Gregory
TCHIMBERAID / SOBHISPORT",SEH,119,34:52:02,14:06:02,Francia
265,"443 - SCIAMANNA Silvestro
TEAM PASTURO",V2H,18,34:52:52,14:06:52,Italia
266,"318 - PLAGNOL François
ASCE THALES VALENCE",V1H,105,34:54:57,14:08:57,Francia
267,"1040 - DE VEVEY Gilles
VON V",SEH,120,34:56:26,14:10:26,Suiza
268,"786 - RAMOUSSIN Thomas
ASPTT ANNECY",SEH,121,34:56:29,14:10:29,Francia
269,"2528 - AYCAGUER Laurent
HEUGAS JOGGING CLUB",SEH,122,34:57:07,14:11:07,Francia
270,820 - ARAUZO Carlos,V1H,106,34:58:23,14:12:23,España
271,"2820 - SAHUC Bertrand
FOHP / POLETRAIL ST REGIS",V1H,107,34:58:44,14:12:44,Francia
272,"468 - GOLD Mike
#ALBTRAUM100",V1H,108,35:01:00,14:15:00,Alemania
273,648 - SCHEIBE Marco,SEH,123,35:01:51,14:15:51,Alemania
274,"246 - BRIAND Pierre-Yves
S/L AC HAUTE VILAINE",V1H,109,35:03:42,14:17:42,Francia
275,"1105 - BOURGAIN Loic
TEAM DAVID",SEH,124,35:04:21,14:18:21,Francia
276,"474 - HETMANSKI Adam
LV. MARATHON MULHEIM",V2H,19,35:06:32,14:20:32,Alemania
277,305 - PHILLIPS David,V1H,110,35:06:34,14:20:34,Reino Unido
278,1175 - ROCHE Emmanuel,V1H,111,35:09:50,14:23:50,Francia
279,2716 - LIAÑO CAPEL David,SEH,125,35:11:09,14:25:09,España
280,596 - BENOIST Joris,SEH,126,35:11:20,14:25:20,Francia
281,2603 - DE KESLING Ludovic,V1H,112,35:11:41,14:25:41,Francia
282,420 - COURY Jamil,SEH,127,35:15:03,14:29:03,Estados Unidos
283,1378 - PLANTEFEVE Gaetan,V2H,20,35:19:16,14:33:16,Francia
284,"1348 - LACROIX Arnaud
CORCYENDURANCE",SEH,128,35:21:45,14:35:45,Francia
285,1640 - PAROLARI Mattia,SEH,129,35:22:04,14:36:04,Italia
