index,0,1,2,3,4,5
34,"117 - NISHIMURA Hirokazu
PATAGONIA",40-44M,6,24:05:25,04:15:55,Japón
35,"136 - MASTROTTO Roberto
TEAM LA SPORTIVA",35-39M,10,24:13:04,04:23:34,Italia
36,"89 - COURT Sylvain
TEAM KINETIK",35-39M,11,24:15:12,04:25:42,Francia
37,"86 - LANEY David
CRAFT ELITE RUN TEAM",20-34M,19,24:16:35,04:27:05,Estados Unidos
38,"153 - GALEATI Gianluca
HOKA ONE ONE",35-39M,12,24:21:03,04:31:33,Italia
39,"157 - MONCANY Jonathan
TEAM ENDURANCE SHOP 13",20-34M,20,24:28:52,04:39:22,Francia
40,"26 - HOGAN Marianne
SALOMON",20-34F,2,24:31:22,04:41:52,Canadá
41,"149 - MOULAI Tony
361 DEGRES - LA DROME",45-49M,1,24:39:34,04:50:04,Francia
42,"78 - MANSER Walter
SALOMON SWISS",45-49M,2,24:39:48,04:50:18,Suiza
43,"88 - COLOM MASIP Daniel
TEAM RACE LAND - GR33",40-44M,7,24:40:59,04:51:29,España
44,"128 - LEJEUNE Arnaud
TEAM TALON D’ACHILLE",40-44M,8,24:49:26,04:59:56,Francia
45,"118 - TAZI Samir
AIX ATHLE PROVENCE / TEAM ENDURANCE SHOP 13",35-39M,13,24:51:24,05:01:54,Francia
46,"112 - JIMENEZ Moises
VERT.RUN THE NORTH FACE",20-34M,21,24:57:11,05:07:41,Venezuela
47,"45 - GERBIN Kaytlyn
THE NORTH FACE",20-34F,3,25:07:45,05:18:15,Estados Unidos
48,"143 - WOODWARD Canyon
GREEN RACING PROJECT",20-34M,22,25:08:01,05:18:31,Estados Unidos
49,361 - FERRETTO Alberto,20-34M,23,25:10:06,05:20:36,Italia
50,"150 - SWANSON Seth
THE NORTH FACE",40-44M,9,25:11:28,05:21:58,Estados Unidos
51,"344 - KIM Jisu
HOKA_KOREA",45-49M,3,25:17:52,05:28:22,Corea del Sur
52,"67 - GREEN Tyler
NIKE TRAIL",35-39M,14,25:22:12,05:32:42,Estados Unidos
53,"302 - SAWAYANAGI Takumi
LDA-RC",35-39M,15,25:27:08,05:37:38,Japón
54,"59 - SCHLARB Jason
ULTIMATE DIRECTION",40-44M,10,25:31:00,05:41:30,Estados Unidos
55,"330 - KIANGCHAIPAIPHANA Jantaraboon
THE NORTH FACE ADVENTURE TEAM",35-39M,16,25:50:58,06:01:28,Tailandia
56,606 - HENRI Sebastien,40-44M,11,26:00:01,06:10:31,Francia
57,449 - TIDD John,55-59M,1,26:06:40,06:17:10,España
58,"614 - HENIN Arnaud
LES ROUILLES TEAM TRAIL / ORGANICOACH",35-39M,17,26:08:42,06:19:12,Francia
59,"115 - BERCHET Rémi
SCOTT FRANCE",35-39M,18,26:13:17,06:23:47,Francia
60,"102 - PAULY Jocelyne
RRUNNING/KIWAMI",45-49F,1,26:13:58,06:24:28,Francia
61,"445 - KIK Tomasz
Slovak Ultra Trail Team",40-44M,12,26:32:07,06:42:37,Eslovaquia
62,120 - CSILLAG Eszter,35-39F,1,26:32:40,06:43:10,Hungría
63,"551 - MORVILLE Julien
LES ROUILLES TEAM TRAIL",35-39M,19,26:33:19,06:43:49,Francia
64,"318 - NAKATANI Ryota
INNER-FACT",20-34M,24,26:33:37,06:44:07,Japón
65,"387 - MANDEKIĆ Marin
SRK RIKA",45-49M,4,26:33:59,06:44:29,Croacia
66,"159 - GARRIDO REYES Jose Maria
CLUB HACHO TRAIL RUTE",35-39M,20,26:37:09,06:47:39,España
67,"50 - HAWGOOD Emily
ADIDASTERREX / GAUGE 20 RUNNING",20-34F,4,26:37:09,06:47:39,Zimbabwe
68,"474 - VIDAL GIL Moises
CLUB TRIATLON TORREVIEJA",45-49M,5,26:38:30,06:49:00,España
69,"360 - CHABANNE Vincent
FREETRAIL MARSEILLE",40-44M,13,26:41:37,06:52:07,Francia
70,"313 - EYCHENNE Stephane
GWADA RUN GREEN",40-44M,14,26:48:13,06:58:43,Francia
71,87 - SCHJØLBERG Hallvard,45-49M,6,26:48:59,06:59:29,Noruega
72,301 - DELEPINE Arnaud,40-44M,15,26:52:03,07:02:33,Francia
73,"305 - BOUCHET Antoine
ROLEX SPORT",40-44M,16,26:07:16,06:17:46,Francia
74,"335 - CORBI TOMAS Manuel
TRENCACAMES CLUB DE TRAIL RUNNING",40-44M,17,27:14:10,07:24:40,España
75,"21 - XIANG Fuzhao
HOKA ONE ONE",20-34F,5,27:14:22,07:24:52,China
76,343 - SKOBIERSKI Michael,35-39M,21,27:16:58,07:27:28,Austria
77,"57 - SIO SEIJO Aroa
CRAFT",40-44F,1,27:17:49,07:28:19,España
78,"383 - PRIGENT Mael
RUNNING CONSEIL BREST",45-49M,7,27:22:56,07:33:26,Francia
79,"84 - ŚWIERC Marcin
BUFF PROTEAM",35-39M,22,27:25:04,07:35:34,Polonia
80,"129 - ONIFA John Ray
THE NORTH FACE ADVENTURE TEAM",20-34M,25,27:28:28,07:38:58,Filipinas
81,"97 - CAMUS Sylvain
TEAM GARMIN",40-44M,18,27:29:40,07:40:10,Francia
82,"131 - PRETTO Francesca
LA SPORTIVA",45-49F,2,27:31:47,07:42:17,Italia
83,1434 - PATTERSON Darryn,35-39M,23,27:32:14,07:42:44,Sudáfrica
84,401 - CHIRICO Austin,20-34M,26,27:36:35,07:47:05,Estados Unidos
85,"315 - GRIVINS Peteris
OSveikals.lv | BORED.RED",35-39M,24,27:38:36,07:49:06,Letonia
86,410 - CAHEZ Florimond,35-39M,25,27:38:49,07:49:19,Francia
87,417 - CURRERI Edoardo,20-34M,27,27:40:38,07:51:08,Italia
88,686 - EWALD Jean-Baptiste,40-44M,19,27:43:47,07:54:17,Francia
89,443 - HAYA CALDERON Hugo,20-34M,28,27:44:58,07:55:28,España
90,"412 - RYAN Lewis
CLAPHAM CHASERS",20-34M,29,27:50:08,08:00:38,Reino Unido
91,"764 - RENAULD Mathieu
LES ROUILLES TEAM TRAIL",35-39M,26,27:51:58,08:02:28,Francia
92,"824 - FERNANDEZ QUINTANILLA Raul
TRAILXTREM TEAM",40-44M,20,28:01:07,08:11:37,España
93,365 - MENDEZ Sylvain,20-34M,30,28:01:32,08:12:02,Francia
94,"317 - RABENSTEINER Alexander
SKINFIT / HOKA",45-49M,8,28:02:14,08:12:44,Italia
95,324 - STEPHAN Quentin,20-34M,31,28:13:24,08:23:54,Francia
96,749 - ESPIL Xabi,35-39M,27,28:14:10,08:24:40,Francia
97,"81 - SPERGER Eva-Maria
SALOMON TRAILRUNNING TEAM",40-44F,2,28:15:30,08:26:00,Alemania
98,"516 - BIE Nicolas
AL VOIRON",45-49M,9,28:16:31,08:27:01,Francia
99,"72 - KRAWCZAK Paulina
ATTIQ TEAM/ BIEGUSIEM.PL",35-39F,2,28:21:22,08:31:52,Polonia
100,375 - EVEILLARD Baptiste,20-34M,32,28:21:38,08:32:08,Francia
101,509 - O FARRELL Lonan,40-44M,21,28:28:17,08:38:47,Irlanda
102,"465 - NIEUWENHUIS Daan
Trailrunstore.com",20-34M,33,28:29:16,08:39:46,Países Bajos
103,519 - SEGARD Augustin,20-34M,34,28:30:11,08:40:41,Francia
104,"673 - SMEDS Henrik
GUDO SK",40-44M,22,28:30:12,08:40:42,Suecia
105,944 - BONNET Ugo,20-34M,35,28:30:53,08:41:23,Francia
106,"455 - MILLE Yoann
RUNNING CONSEIL VILLEFRANCHE",20-34M,36,28:31:05,08:41:35,Francia
107,"1036 - HANNA David
CARNETHY HILL RUNNING CLUB",40-44M,23,28:35:02,08:45:32,Irlanda
108,500 - BERION Romain,35-39M,28,28:35:39,08:46:09,Francia
109,"110 - VAUDAN Emily
SALOMON SWITZERLAND",35-39F,3,28:36:21,08:46:51,Suiza
110,545 - LOYER Lucien,40-44M,24,28:37:03,08:47:33,Francia
111,"823 - ENGLUND Tom
ENEBYBERGS IF",45-49M,10,28:40:28,08:50:58,Suecia
112,607 - LAUE Joe,20-34M,37,28:41:33,08:52:03,Estados Unidos
113,"155 - DOCTA Alex
MEANING OF MOVEMENT PODCAST",35-39M,29,28:43:00,08:53:30,Estados Unidos
114,"584 - SINKELDAM Marijn
Team awesome & Marijn",20-34M,38,28:43:59,08:54:29,Países Bajos
115,"160 - OBARA Masatoshi
ANSWER4",40-44M,25,28:44:57,08:55:27,Japón
116,"406 - MASSON Fabien
BIM BIM TEAM",20-34M,39,28:45:13,08:55:43,Francia
117,"499 - MONJE PUIGDENGOLAS Oscar
ASHI TEAM",35-39M,30,28:47:03,08:57:33,España
118,611 - BRIGGELER Marc,35-39M,31,28:48:12,08:58:42,Suiza
119,"168 - PELLEGRINI Jimmy
SKINFIT-HOKA",40-44M,26,28:48:53,08:59:23,Italia
120,393 - MONTES LOMBAO Iván,35-39M,32,28:49:46,09:00:16,España
121,405 - PIMENTA Christophe,40-44M,27,28:50:57,09:01:27,Francia
122,"306 - NIWA Kaori
SALOMON",45-49F,3,28:54:34,09:05:04,Japón
123,"425 - DUARTE Cesar
BOAVISTA FC TRAIL",35-39M,33,28:57:19,09:07:49,Portugal
124,380 - FUJIOKA Masazumi,50-54M,1,29:00:03,09:10:33,Japón
125,"93 - SHERPA Sangé
TEAM KAILAS INTERNATIONAL",40-44M,28,29:01:18,09:11:48,Nepal
126,"323 - POGGI Nicola
SISPORT SSD ARL",40-44M,29,29:05:06,09:15:36,Italia
127,598 - CLARK Douglas,40-44M,30,29:05:13,09:15:43,Reino Unido
128,416 - CAFFIER Arthur,20-34M,40,29:05:22,09:15:52,Francia
129,743 - CHARLIN Jean-Baptiste,40-44M,31,29:05:34,09:16:04,Francia
130,"461 - KEITH Eoin
COLUMBIA",50-54M,2,29:08:41,09:19:11,Irlanda
131,542 - BOURGEY Florian,20-34M,41,29:09:30,09:20:00,Francia
132,"49 - ALLEN Hillary
BROOKS",20-34F,6,29:09:44,09:20:14,Estados Unidos
133,"316 - FÖRSTER Basilia
XC-RUN.DE TRAILRUNNING TEAM",40-44F,3,29:10:12,09:20:42,Italia
134,"408 - ARAKAWA Jun
CHAMP-REN",35-39M,34,29:10:25,09:20:55,Japón
135,"690 - POUDES Axel
NA",40-44M,32,29:11:11,09:21:41,Francia
136,"1052 - SANTOS Nuno
FULHAM / MONSANTO RUNNING TEAM",50-54M,3,29:17:41,09:28:11,Reino Unido
137,"738 - LALLIER Antoine
Training Experience",40-44M,33,29:18:11,09:28:41,Francia
138,"902 - DUCHESNE Vivien
KINEOSTEO SPORT ANNECY",35-39M,35,29:19:38,09:30:08,Francia
139,522 - JEDAR Thomas,20-34M,42,29:20:31,09:31:01,Francia
140,"717 - ANQUEZ Damien
UA SOCIETE GENERALE",35-39M,36,29:20:32,09:31:02,Francia
141,"490 - NAVARRO LOPEZ Albert
C.E TORELLO",20-34M,43,29:22:35,09:33:05,España
142,"436 - MARINOV Dimitar
DECATHLON BULGARIA",35-39M,37,29:24:35,09:35:05,Bulgaria
143,138 - DELASOIE Mélanie,20-34F,7,29:28:45,09:39:15,Suiza
144,"1162 - VAINERT Jiří
ELLAHOP",50-54M,4,29:29:14,09:39:44,República Checa
145,"491 - PIECHA Artur
SALMING POLAND",45-49M,11,29:29:55,09:40:25,Polonia
146,"966 - RUIZ VELEZ Domingo
CAL MINGO BAR",45-49M,12,29:31:44,09:42:14,España
147,"564 - GALLAY Arnaud
LES VIEUX GARCONS",35-39M,38,29:31:58,09:42:28,Francia
148,378 - SANTASUSANA ESQUIUS Xavier,40-44M,34,29:34:23,09:44:53,España
149,"48 - LUO Canhua
HOKA ONE ONE",20-34M,44,29:34:45,09:45:15,China
150,"414 - PACHECO Federico
KILIMATRAILRUNNING",40-44M,35,29:36:02,09:46:32,Costa Rica
151,"588 - PAUZE Florian
NICODIS TEAM",35-39M,39,29:39:17,09:49:47,Francia
152,"539 - FERRATUSCO Maurizio
ASD PRO SANPIETRO SANREMO",35-39M,40,29:43:01,09:53:31,Italia
153,"386 - FRAILE Jesus
UGLOWSPAIN-MERRELL",45-49M,13,29:43:42,09:54:12,España
154,512 - CADY Michael,35-39M,41,29:45:10,09:55:40,Estados Unidos
155,616 - LEBEAU Jean-Philippe,40-44M,36,29:47:23,09:57:53,Canadá
156,"1076 - JONES Robert
INNERFIGHT ENDURANCE",35-39M,42,29:48:18,09:58:48,Reino Unido
157,560 - BOIRIN Nathan,20-34M,45,29:49:56,10:00:26,Francia
158,601 - MIEL Antoine,35-39M,43,29:51:12,10:01:42,Francia
159,776 - COINTEPAS Nicolas,50-54M,5,29:54:13,10:04:43,Francia
160,"1215 - GARDIZE Mickael
TEAM TO2 BZH",40-44M,37,29:54:22,10:04:52,Francia
161,429 - GARIN-LAUREL Nicolas,40-44M,38,30:00:16,10:10:46,Francia
162,"562 - PEREZ David
SKYRUN",40-44M,39,30:01:18,10:11:48,Francia
163,"349 - LE TORTOREC Pierre
TEAM TORTO",35-39M,44,30:02:14,10:12:44,Francia
164,"1355 - CERMEÑO VEGA Jose Maria
CORRECAMINOS GUARDO",50-54M,6,30:03:16,10:13:46,España
165,801 - MITTNACHT Guillaume,20-34M,46,30:05:41,10:16:11,Francia
166,483 - DUSSAUZE Florent,35-39M,45,30:05:56,10:16:26,Francia
167,"980 - AUFFRET Christophe
URTXINTXAK HASPARREN",50-54M,7,30:09:56,10:20:26,Francia
168,432 - COLE Patrick,40-44M,40,30:10:51,10:21:21,Estados Unidos
169,"152 - GARCÍA RODRÍGUEZ Esteban
CARPHIAL TEROR TRAIL",40-44M,41,30:11:34,10:22:04,España
170,"1061 - ETCHEVERRY Alain
SAINT-MALO SPORTS LOISIRS",40-44M,42,30:12:00,10:22:30,Francia
171,"799 - GRASSET Guillaume
PERFECT TRAIL",20-34M,47,30:13:22,10:23:52,Francia
172,794 - CREWS Brandon,40-44M,43,30:14:07,10:24:37,Estados Unidos
173,109 - CLIFTON Lou,50-54F,1,30:21:17,10:31:47,Australia
174,531 - EPALE Tanguy,45-49M,14,30:23:51,10:34:21,Francia
175,"439 - VIEIRA Flávio
CLUBE DESPORTIVO E CULTURAL DO PORTO MONIZ",35-39M,46,30:24:40,10:35:10,Portugal
176,"537 - VIEIRA Nelson
INDIVIDUAL",45-49M,15,30:24:40,10:35:10,Portugal
177,"505 - NODA Takeshi
TEAM 100 MILE",35-39M,47,30:24:58,10:35:28,Japón
178,1026 - SHERLEY-DALE Zen,35-39M,48,30:26:00,10:36:30,Reino Unido
179,"659 - VALLET Jean Louis
ATLETICA MONTEROSA FOGU ARNAD",45-49M,16,30:28:17,10:38:47,Italia
180,"339 - GAPIHAN Pierre
LES VIEUX GARCONS",35-39M,49,30:28:35,10:39:05,Francia
181,"599 - CORDEIRO Joelso
TO2RUN",35-39M,50,30:32:50,10:43:20,Brasil
182,838 - DE ANDRES Luis,35-39M,51,30:34:24,10:44:54,España
183,"91 - SOLIŃSKA Katarzyna
ON RUNNING",20-34F,8,30:35:13,10:45:43,Polonia
184,137 - PIERSON Brendon,20-34M,48,30:36:13,10:46:43,Estados Unidos
185,"391 - SÁNCHEZ VERDEGUER Rubén
GREEN POWER SPORTS TEAM",40-44M,44,30:36:40,10:47:10,España
186,392 - SCHWARZ Stefan,35-39M,52,30:37:39,10:48:09,Austria
187,394 - HESLOP Claire,40-44F,4,30:38:59,10:49:29,Canadá
188,"506 - AGUILAR BRAVO Juan Diego
CLUB CORREDORES AFRICANUS",40-44M,45,30:39:38,10:50:08,España
189,544 - HUSSON Romain,20-34M,49,30:42:15,10:52:45,Francia
190,"796 - THIRE Jonathan
TUB",35-39M,53,30:44:01,10:54:31,Francia
191,"703 - MIKA Andrzej
PRZEDWOJEWSKI TEAM",35-39M,54,30:46:55,10:57:25,Polonia
192,"351 - BOUDON Grégory
US TOUL ATHLETISME",40-44M,46,30:47:31,10:58:01,Francia
193,"693 - BARRANCOS SOLERA Jordi
OLOT TERRA DE VOLCANS",50-54M,8,30:48:09,10:58:39,España
194,897 - METTETAL Julien,45-49M,17,30:53:33,11:04:03,Francia
195,"389 - INTAJAK Atthapol
KAILAS THAILAND",20-34M,50,30:53:42,11:04:12,Tailandia
196,"655 - BETOURET Sebastien
KIKOUROU",45-49M,18,30:54:00,11:04:30,Francia
197,"747 - MCDONOUGH Tim
ARC'TERYX",40-44M,47,30:54:29,11:04:59,Canadá
198,"348 - PUIG AMIEL Marc
FAST COMPETICIO",35-39M,55,30:58:14,11:08:44,España
199,"1148 - RONCAGLIOLO Federico
SISPORT",40-44M,48,30:59:17,11:09:47,Italia
200,540 - CARRASCO SALA Jordi,35-39M,56,31:03:57,11:14:27,España
201,982 - BECQUET Clément,35-39M,57,31:08:42,11:19:12,Francia
202,951 - HULKA Lukas,40-44M,49,31:09:09,11:19:39,República Checa
203,535 - MOLDOVEANU Daniel,35-39M,58,31:10:22,11:20:52,Suiza
204,"632 - ANDRES Philippe
TOURNY",45-49M,19,31:10:28,11:20:58,Francia
205,374 - LEBRETON Adrien,20-34M,51,31:12:39,11:23:09,Francia
206,"818 - ROSALES Michel
VENEZUELATRAILRUNNERS",20-34M,52,31:13:56,11:24:26,Venezuela
207,"502 - LEHKONEN Henri
GONE RUNNING / JOINT DYNAMICS",35-39M,59,31:15:29,11:25:59,Australia
208,1003 - GLEIZES Etienne,20-34M,53,31:17:14,11:27:44,Francia
209,"763 - POIXBLANC Mikael
PIRANHAS",45-49M,20,31:19:45,11:30:15,Francia
210,"381 - GALVAN SIVERIO Ivan
ARKANA KOALA TEAM",35-39M,60,31:19:56,11:30:26,España
211,"456 - URÓ MOMPEL Jordi
CLUB ATLETIC TORELLO",35-39M,61,31:21:47,11:32:17,España
212,841 - BERTHEL Christophe,45-49M,21,31:22:55,11:33:25,Francia
213,"123 - SVILPE Anete
INOV-8 / OSVEIKALS",20-34F,9,31:24:10,11:34:40,Letonia
214,"470 - TRISETH Vegard
GRENLAND ULTRA RUNNERS / NORCONSULT",45-49M,22,31:25:06,11:35:36,Noruega
215,"503 - MARAFFI Samuel
GAHS / ANNECY TRAIL RUNNING",20-34M,54,31:25:22,11:35:52,Francia
216,"761 - DELORAZ Arnaud
CRU CHAPELLOIS",20-34M,55,31:25:33,11:36:03,Francia
217,"333 - OKUNOMIYA Shunsuke
ADIDAS TERREX/ FUNTRAILS",40-44M,50,31:26:41,11:37:11,Japón
218,376 - LEONIDOU Viktor Olov,20-34M,56,31:26:51,11:37:21,Chipre
219,582 - FOUILLOT Nicolas,20-34M,57,31:27:42,11:38:12,Francia
220,2967 - ALOTTO Oliviero,35-39M,62,31:27:57,11:38:27,Italia
221,"140 - BANNWARTH Claire
LAPIN DUDURACELL",20-34F,10,31:29:58,11:40:28,Francia
222,"676 - HEDLUND Lars
TEAM HIGH COAST DISTILLERY",50-54M,9,31:31:21,11:41:51,Suecia
223,346 - NAGAO Akito,20-34M,58,31:31:59,11:42:29,Japón
224,"848 - BERGERA LEKUONA Xabier
ALTSASUKO MENDIGOIZALEAK",20-34M,59,31:32:26,11:42:56,España
225,"341 - PEREZ María Silvina
CHILATES",40-44F,5,31:33:18,11:43:48,Argentina
226,"1048 - BEUDET Yoann
AC TALANT",35-39M,63,31:33:40,11:44:10,Francia
227,739 - TREPTOW Cyrill,45-49M,23,31:34:55,11:45:25,Suiza
228,"1476 - KARLI Benjamin
GRIZZLER 1225",35-39M,64,31:35:00,11:45:30,Suiza
229,677 - MALKOWSKI Eric,35-39M,65,31:36:03,11:46:33,Estados Unidos
230,"906 - JORQUERA MESTRES Albert
INDEPENDENT",45-49M,24,31:36:57,11:47:27,España
231,"1286 - ONDARTS Michel
URTXINTXAK",40-44M,51,31:39:25,11:49:55,Francia
232,706 - CAUVIN Tony,20-34M,60,31:39:34,11:50:04,Francia
233,883 - SOTILLO Antoni,45-49M,25,31:39:37,11:50:07,España
234,"732 - VERDIER Philippe
TEAM WAA",60-64M,1,31:39:55,11:50:25,Francia
235,"574 - DIOU Anthony
ASFT",35-39M,66,31:40:21,11:50:51,Francia
236,"849 - DUPERRAY Rémy
AL VOIRON",45-49M,26,31:43:26,11:53:56,Francia
237,460 - FRUCHART Nicolas,45-49M,27,31:44:37,11:55:07,Francia
238,457 - VIENET Julien,20-34M,61,31:44:51,11:55:21,Francia
239,"355 - FERNANDES Pedro
MONSANTO RUNNING TEAM",40-44M,52,31:46:04,11:56:34,Portugal
240,1319 - CONNOR Sam,40-44M,53,31:47:34,11:58:04,Reino Unido
241,657 - HEYBOER James Peter,40-44M,54,31:48:02,11:58:32,Estados Unidos
242,1015 - PUPURS Andrejs,35-39M,67,31:48:17,11:58:47,Letonia
243,"532 - GIROTTO Valerio
PLAYLIFE RUNNER",45-49M,28,31:49:46,12:00:16,Italia
244,"895 - GIROTTO Cristiano
PLAYLIFE PONZANO",45-49M,29,31:49:47,12:00:17,Italia
245,975 - SMITH Scott,40-44M,55,31:49:52,12:00:22,Reino Unido
246,615 - LAYFIELD Dominick,50-54M,10,31:51:48,12:02:18,Estados Unidos
247,"552 - PONGERARD Kevin
ASPTT TOULON LA VALETTE",35-39M,68,31:51:52,12:02:22,Francia
248,"571 - KORMOS Krisztian
MAGYAR FUTOSPORT EGYESULET",40-44M,56,31:56:33,12:07:03,Hungría
249,"415 - ARAUJO Arcadio
ARISTA",50-54M,11,31:56:42,12:07:12,España
250,863 - GÉLINAS Sylvain,50-54M,12,31:58:01,12:08:31,Canadá
251,"917 - LABOYRIE Thomas
LES GIVRES DE NAY / TEAM BRETAGNE ULTRA TRAIL",40-44M,57,32:03:56,12:14:26,Francia
252,"981 - BATISTELLA Cristian
NADALEZ TEAM",20-34M,62,32:05:49,12:16:19,Argentina
253,"627 - DUTANG Jordan
TEAM PHILGRILL DES ALPES",20-34M,63,32:06:02,12:16:32,Francia
254,"517 - MESTRIC Josip
BK MARATON BECIKLIN",20-34M,64,32:07:00,12:17:30,Croacia
255,"928 - MESTRIC Matija
BK MARATON BECIKLIN",20-34M,65,32:07:01,12:17:31,Croacia
256,"366 - JOSEFSSON Jenny
Salomon Sweden / TABY IS SKIDOR",45-49F,4,32:07:48,12:18:18,Suecia
257,"511 - VAN BREDA Alexander
PEAK ULTRA TRAIL",45-49M,30,32:07:54,12:18:24,Países Bajos
258,"826 - LAGRIFFOUL Jean
COURIR A SAUSSET",65-69M,1,32:11:48,12:22:18,Francia
259,403 - LISAK Krzysztof,35-39M,69,32:12:06,12:22:36,Polonia
260,1077 - LOUIS Guillaume,20-34M,66,32:12:17,12:22:47,Francia
261,"165 - MIYAZAKI Kimino
HOKA",20-34F,11,32:12:35,12:23:05,Japón
262,"1072 - CHRISTOL Jean-Emmanuel
DOMBES RUNNING EVASION",40-44M,58,32:13:34,12:24:04,Francia
263,"699 - BEAUJOIN Pierre
AIX ATHLE TRAIL",40-44M,59,32:14:34,12:25:04,Francia
264,"986 - FLAKE Christoph
SERC",20-34M,67,32:14:50,12:25:20,Alemania
265,1274 - GIACUZZO Eric,50-54M,13,32:15:29,12:25:59,Francia
266,"613 - GUILLAUME Benoit
CMBM",20-34M,68,32:15:35,12:26:05,Francia
267,"746 - KOCHANOWSKI Michał
LASKOWE LUDKI",20-34M,69,32:16:11,12:26:41,Polonia
268,1050 - GANZ Simon,20-34M,70,32:16:55,12:27:25,Suiza
269,"583 - SCANZIANI Marco
CUS PRO PATRIA MILANO TRIATHLON",20-34M,71,32:18:45,12:29:15,Italia
270,147 - KAISER Teresa,20-34F,12,32:23:31,12:34:01,Estados Unidos
271,"1014 - POGGI Stefano
SISPORT GENOVA",20-34M,72,32:25:31,12:36:01,Italia
272,"955 - DUAY Jérôme
Sansego/JC Sports",45-49M,31,32:25:32,12:36:02,Suiza
273,"1220 - POSADA RANGEL Mario Andres
ULTRA RUNNERS SQUAD",35-39M,70,32:26:05,12:36:35,Colombia
274,"923 - CARME Fabrice
JEFF BTRAIL - TEAM CLIMONT",50-54M,14,32:26:26,12:36:56,Francia
275,"485 - ZAMMIT Frédéric
TEAM MACATRAIL",45-49M,32,32:27:29,12:37:59,Francia
276,"421 - JANSE Jelle
BROKKENLOPERS",40-44M,60,32:28:19,12:38:49,Bélgica
277,"1167 - BOURDON Etienne
TOR",50-54M,15,32:30:06,12:40:36,Francia
278,727 - MIHALARAS Patrick,20-34M,73,32:30:34,12:41:04,Australia
279,1740 - DECAMPS Francois,20-34M,74,32:31:10,12:41:40,Bélgica
